Spirited_Away	director	Hayao_Miyazaki	 
Spirited_Away	distributor	Toho	 
Spirited_Away	distributor	Walt_Disney_Pictures	 
Spirited_Away	editing	Takeshi_Seyama	 
Spirited_Away	musicComposer	Joe_Hisaishi	 
Spirited_Away	producer	Toshio_Suzuki_(producer)	 
Spirited_Away	starring	Miyu_Irino	 
Spirited_Away	starring	Rumi_Hiiragi	 
Spirited_Away	starring	Yasuko_Sawaguchi	 
Spirited_Away	starring	Bunta_Sugawara	 
Spirited_Away	starring	Mari_Natsuki	 
Spirited_Away	writer	Hayao_Miyazaki	 
Spirited_Away	country	Japan	 
Spirited_Away	language	Japanese